CENTER_ID,CENTER_FR,CENTER_AR,CIRCONSCRIPTION_ID,CIRCONSCRIPTION_FR,CIRCONSCRIPTION_AR,DELEGATION_ID,DELEGATION_FR,DELEGATION_AR,SOUS_DELEGATION_AR,LATITUDE,LONGITUDE
5214,E.P.DEMMER BNI KHDECH,م إبتدائية دمر - بني خداش,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,بني خداش,33.2756793,10.225149
5215,E.P.EL KSIBA BNI KHDECH,م إبتدائية القصبة - بني خداش,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,بني خداش,33.2859228,10.1948116
5216,E.P.KSAR JOUAMAA RAHALA,م إبتدائية قصر الجوامع - رحالة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,رحالة,33.25419,10.254092
5217,E.P.GOMMANA RAHHALA,م إبتدائية قمانة - رحالة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,رحالة,33.2403144,10.2390412
5218,E.P.DKHILA,م إبتدائية الدخيلة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,الدخيلة,33.265493,10.326334
5219,E.P.OURJIJEN,م إبتدائية ورجيجن,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,ورجيجن,33.211466,10.361984
5220,E.P.EL BAKBAK OURJIJEN,م إبتدائية البقباق - ورجيجن,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,ورجيجن,33.209785,10.41614
5221,E.P.ABAR EL KHIL OUED EL KHIL,م إبتدائية آبار الخيل - وادي الخيل,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,وادي الخيل,33.189655,10.288048
5222,E.P.KSAR EL KHRACHFA O. EL KHIL,م إبتدائية قصر الخراشفة - وادي الخيل,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,وادي الخيل,33.180473,10.253593
5223,E.P.KSAR JRA Z'GHAYA,م إبتدائية قصر الجراء - الزغاية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,زغاية,33.145218,10.227191
5224,E.P.GLIB DHIEB Z'GHAYA,م إبتدائية قليب ذياب - الزغاية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,زغاية,33.1651702,10.2149685
5225,E.P.CHOOBET FADHEL Z'GHAYA,م إبتدائية شعبة فاضل - الزغاية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,زغاية,33.1337022,10.2034286
5226,E.P.KSAR M HADHA El Benia,م إبتدائية قصرالمحاضة - البنية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البنية,33.2097633,10.1865901
5227,E.P.OUEJEH ELGHA El Benia,م إبتدائية وجه اللغاء - البنية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البنية,33.209025,10.186601
5228,E.P.AZIZA El Benia,م إبتدائية عزيزة - البنية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البنية,33.1872055,10.1322631
5229,E.P.BONIA El Benia,م إبتدائية البنية,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البنية,33.1853853,10.1720375
5230,E.P.FEJIJ,م إبتدائية الفجيج,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,الفجيج,33.222143,10.158149
5231,E.P.KSAR HALLOUF EL MENZLA,م إبتدائية قصر الحلوف - المنزلة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,المنزلة,33.291355,10.155323
5232,E.P.MENSELT M'GAR EL MENZLA,م إبتدائية منزلة مقر - المنزلة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,المنزلة,33.31767,10.225556
5233,E.P.MEDHAR MENZLA,م إبتدائية المظهار - المنزلة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,المنزلة,33.2709222,10.1260876
5234,E.P.ZMOUR,م إبتدائية زمور,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,زمور,33.2648231,10.1817054
5235,E.P.EL KHAIER ZMOUR,م إبتدائية الخير - زمور,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,زمور,33.2491682,10.1507285
5236,E.P.HALG EJJEMEL EL HMAIMA,م إبتدائية حلق الجمل - الحميمة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,الحميمة,33.404973,10.196585
5237,E.P.CHOUAMEKH EL HMAIMA,م إبتدائية الشوامخ - الحميمة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,الحميمة,33.3751854,10.1773516
5238,E.P.BATTOUMA BHIRA,م إبتدائية البطومة - البحيرة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البحيرة,33.35297,10.211234
5239,E.P.BHIRA,م إبتدائية البحيرة,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,البحيرة,33.316037,10.225483
5240,E.P.KSAR JEDID,م إبتدائية القصر الجديد,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,القصر الجديد,33.30175,10.296307
5241,E.P.HENCHIR EL MAJEL K. JADID,م إبتدائية هنشير الماجل - القصر الجديد,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,القصر الجديد,33.331078,10.306727
5242,E.P.EL GATTAR KSAR JADID,م إبتدائية القطار - القصر الجديد,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,القصر الجديد,33.3011623,10.2588791
5243,E.P.DKHILAT STOUT KSAR JEDID,م إبتدائية دخيلة سطوط - القصر الجديد,26,Médenine,مدنين,1248,Beni Khedache,بني خداش,القصر الجديد,33.320839,10.262691
5244,E.P.2 MARS 34 AJIM,م إبتدائية 2مارس 34 آجيم,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,اجيم,33.724841,10.750718
5245,E.P.SRENDI AJIM,م إبتدائية السرندي - اجيم,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,اجيم,33.776035,10.827435
5246,E.P.METHANIA AJIM,م إبتدائية المثانية - اجيم,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,اجيم,33.727408,10.769507
5247,E.P.1er JUIN AJIM,م إبتدائية غرة جوان آجيم,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,اجيم,33.735629,10.749774
5248,E.P.9 AVRIL AJIM,م إبتدائية 9 أفريل آجيم,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,اجيم,33.716077,10.760942
5249,E.P.KHENANSA KHENNASSA,م إبتدائية الخنانسة,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,الخنانسة,33.757022,10.792472
5250,E.P.MOZZRANE,م إبتدائية مزران,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,مزران,33.767794,10.76151
5251,E.P.GUELLALA,م إبتدائية قلالة,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,قلالة,33.727029,10.85666
5252,E.P.TLET GUELLALA,م إبتدائية تلات - قلالة,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,قلالة,33.74421,10.847031
5253,E.P.EL FAHMINE GUELLALA,م إبتدائية الفاهمين - قلالة,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,قلالة,33.719195,10.863036
5254,E.P.OUED ZEBIB,م إبتدائية واد الزبيب,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,وادي الزبيب,33.782451,10.826512
5255,E.P.EL GROO,م إبتدائية القرع,26,Médenine,مدنين,1249,Djerba - Ajim,جربة أجيم,القرع,33.808634,10.78998
5256,E.P.CITE TAOURIT,م إبتدائية حي تاوريت,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,طاوريت,33.87645,10.864328
5257,E.P.BENI BANDOU BOUMELLAL,م إبتدائية بني باندو جربة - بوملال,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,بوملال,33.881263,10.839551
5258,E.P.2 MARS 34 BOUMELLAL,م إبتدائية 2مارس 34 بوملال - الجوامع,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الجوامع,33.875747,10.849914
5259,E.P.MOUFIDA BOURGUIBA JOUAMIA,م إبتدائية مفيدة بورقيبة - الجوامع,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الجوامع,33.869755,10.857248
5260,E.P.FATTOU,م إبتدائية فاتو,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,فاطو,33.867991,10.888339
5261,E.P.SIDI ZAYED FATTOU,م إبتدائية سيدي زايد - فاتو,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,فاطو,33.876342,10.881409
5262,E.P.GHIZEN MOZRAYA,م إبتدائية غيزن - مزراية,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,مزراية,33.858596,10.929402
5263,E.P.MOZRAYA,م إبتدائية مزراية,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,مزراية,33.84985,10.95497
5264,E.P.SEDGHIANE,م إبتدائية صدغيان,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,صدغيان,33.825389,10.920915
5265,E.P.EL GUECHAINE SEDGHIANE,م إبتدائية القشعيين - صدغيان,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,صدغيان,33.828884,10.908634
5266,E.P.HOUMT EL GAIED SEDGHIANE,م إبتدائية حومة القايد - صدغيان,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,صدغيان,33.818843,10.946842
5267,E.P. BOUMKHIL OUALEGH,م إبتدائية بومخيل - والغ,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,والغ,33.835115,10.890358
5268,E.P.SOUANI,م إبتدائية السواني,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,السواني,33.868076,10.867752
5269,E.P.IBN ROCHD-HOUMOUT ESSOUK,م إبتدائية ابن رشد حومة السوق - السواني,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,السواني,33.848992,10.855201
5270,E.P.ERRIADH,م إبتدائية الرياض,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.822981,10.856413
5271,E.P.OUALEGH ERRIADH,م إبتدائية والغ - الرياض,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.830779,10.876578
5272,E.P.HOUMET LERBEH ERRYADH,م إبتدائية حومة الأرباح - الرياض,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.806531,10.850619
5273,E.P.HT BAZIM ERRYADH,م إبتدائية بازيم - الرياض,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.8247,10.80629
5274,E.P.MAJINE ERRYADH,م إبتدائية مجين - الرياض,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.817608,10.833692
5275,E.P.ERRYADH NOUVELLE,م إبتدائية الرياض الجديدة,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الرياض,33.815579,10.858051
5276,E.P.HACHANE,م إبتدائية الحشان,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,الحشان,33.851608,10.835664
5277,E.P.MELLITA,م إبتدائية مليتة,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,مليتة,33.862773,10.809503
5278,E.P.MORGANE MELLITA,م إبتدائية المرقان - مليتة,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,مليتة,33.854405,10.783768
5279,E.P.MELLITA NOUVELLE,م إبتدائية مليتة الجديدة,26,Médenine,مدنين,1250,Djerba - Houmt Souk,جربة حومة السوق,مليتة,33.873688,10.800875
5280,E.P.2 MARS 34 MIDOUN,م إبتدائية 2مارس 34 ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.806554,10.992044
5281,E.P.OULED AMOR MIDOUN,م إبتدائية أولاد عمر - ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.834608,10.980035
5282,E.P.KHAZROUNE MIDOUN,م إبتدائية خزرون - ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.81407,10.964436
5283,E.P.SIDI YATI MIDOUN,م إبتدائية سيدي ياتي - ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.815376,11.016439
5284,E.P.15 OCTOBRE MIDOUN,م إبتدائية 15أكتوبر ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.821889,10.988085
5285,E.P.EL HIDADA MIDOUN,م إبتدائية الحدادة ميدون,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ميدون,33.790499,11.039775
5286,E.P.ARKOU,م إبتدائية آركو,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,اركو,33.784206,11.022249
5287,E.P.TEMLAL MIDOUN ARKOU,م إبتدائية تملال ميدون - اركو,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,اركو,33.801386,11.006763
5288,E.P.MAHBOUBINE,م إبتدائية المحبوبين,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,المحبوبين,33.792885,10.961045
5289,E.P.EL MEHRAB MAHBOUBINE,م إبتدائية المحراب - المحبوبين,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,المحبوبين,33.795883,10.942462
5290,E.P.BENI MAAGUEL,م إبتدائية بني معقل,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,بني معقل,33.759306,10.952218
5291,E.P.CHABABIA BENI MAAGUEL,م إبتدائية الشبابية - بني معقل,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,بني معقل,33.766256,10.983284
5292,E.P.SEDOUIKECHE,م إبتدائية سدويكش,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,صدويكش,33.742631,10.919459
5293,E.P.OUERSIGHEN SEDOUIKECHE,م إبتدائية ورسيغن - سدويكش,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,صدويكش,33.731841,10.888152
5294,E.P.TALBET MIDOUN,م إبتدائية تالبت ميدون - سدويكش,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,صدويكش,33.712354,10.923406
5295,E.P.TAZIRI SEDOUIKECHE,م إبتدائية تازيري - سدويكش,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,صدويكش,33.740645,10.910459
5296,E.P.EL MAY,م إبتدائية الماي,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,الماي,33.800157,10.883573
5297,E.P.HZEM EL MAY,م إبتدائية الحزم - الماي,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,الماي,33.790219,10.925841
5298,E.P.14 JANVIER EL MAY,م إبتدائية 14 جانفي الماي,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,الماي,33.798037,10.898231
5299,E.P.OUED AMGHAR EL MAY,م إبتدائية وادي أمغار - الماي,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,الماي,33.784793,10.867805
5300,E.P.ROBBANA,م إبتدائية ربانة,26,Médenine,مدنين,1251,Djerba - Midoun,جربة ميدون,ربانة,33.774312,10.894844
5301,E.P.AV.BOURGUIBA ZARZISS,م إبتدائية شارع بورقيبة جرجيس - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.501767,11.11014
5302,E.P.SOUAKI ZARZIS,م إبتدائية السواقي - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.503513,11.063464
5303,E.P.CHEKIRBANE ZARZISS,م إبتدائية شكيربان - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.486158,11.093512
5304,E.P.1 JUIN EL MOUENSA ZARZISS,م إبتدائية غرة جوان الموانسة - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.503678,11.08751
5305,E.P.RAS EDDHOHRA ZARZISS,م إبتدائية رأس الظهرة الغربي - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.519713,11.081105
5306,E.P.IBN ARAFA ZARZISS,م إبتدائية ابن عرفة - جرجيس المدينة,26,Médenine,مدنين,1252,Zarzis,جرجيس,جرجيس,33.500617,11.082496
5307,E.P.2/3/34-P.LA JEUNESSE ZARZIS,م إبتدائية 2مارس 34 ساحة الشباب جرجيس - 2 مارس,26,Médenine,مدنين,1252,Zarzis,جرجيس,2مارس,33.504366,11.109481
5308,E.P.AV.MOHAMED 5 2 MARS,م إبتدائية شارع محمد الخامس - 2 مارس,26,Médenine,مدنين,1252,Zarzis,جرجيس,2مارس,33.5046,11.109409
5309,E.P.KSAR ZAOUIA TAHER SFAR,م إبتدائية قصر الزاوية - الطاهر صفر,26,Médenine,مدنين,1252,Zarzis,جرجيس,الطاهر صفر,33.517632,11.112134
5310,E.P.TAHAR SFAR ZARZISS,م إبتدائية الطاهر صفر جرجيس,26,Médenine,مدنين,1252,Zarzis,جرجيس,الطاهر صفر,33.505601,11.110528
5311,E.P.EL BIBANE JDARIYA,م إبتدائية البيبان - الجدارية,26,Médenine,مدنين,1252,Zarzis,جرجيس,الجدارية,33.281168,11.287218
5312,E.P.KSAR OULED SAID BASSATINE,م إبتدائية قصر أولاد سعيد - البساتين,26,Médenine,مدنين,1252,Zarzis,جرجيس,البساتين,33.516407,11.102035
5313,E.P.EL BASSATINE ZARZISS,م إبتدائية البساتين جرجيس,26,Médenine,مدنين,1252,Zarzis,جرجيس,البساتين,33.527938,11.092351
5314,E.P.SOUIHEL,م إبتدائية السويحل,26,Médenine,مدنين,1252,Zarzis,جرجيس,السويحل,33.546897,11.103425
5315,E.P.OUEDI ABDENNEBI SOUIHEL,م إبتدائية واد عبد النبي - السويحل,26,Médenine,مدنين,1252,Zarzis,جرجيس,السويحل,33.531389,11.111175
5316,E.P.MOUANSA OUED ETTAYEB,م إبتدائية الموانسة - واد التياب,26,Médenine,مدنين,1252,Zarzis,جرجيس,واد التياب,33.503617,11.084054
5317,E.P.RAS DHAHRA OUED TAYEB,م إبتدائية رأس الظهرة - واد التياب,26,Médenine,مدنين,1252,Zarzis,جرجيس,واد التياب,33.514705,11.090096
5318,E.P.ESSAHBI OUED ETTAYEB,م إبتدائية الصحبي - واد التياب,26,Médenine,مدنين,1252,Zarzis,جرجيس,واد التياب,33.510078,11.073073
5319,E.P. 14 JANVIER OUED ETTAYEB,م إبتدائية 14 جانفي جرجيس - واد التياب,26,Médenine,مدنين,1252,Zarzis,جرجيس,واد التياب,33.505179,11.097649
5320,E.P.HASSI JERBI,م إبتدائية حسي الجربي,26,Médenine,مدنين,1252,Zarzis,جرجيس,حسي الجربي,33.61597,11.024171
5321,E.P.CITE EL HABIB HASSI JERBI,م إبتدائية حي الحبيب حسي الجربي,26,Médenine,مدنين,1252,Zarzis,جرجيس,حسي الجربي,33.60795,11.043216
5322,E.P.HESSI JERBI OUEST,م إبتدائية حسي الجربي الغربي - حسي الجربي,26,Médenine,مدنين,1252,Zarzis,جرجيس,حسي الجربي,33.615934,11.010886
5323,E.P.KHAOUI EL GHEDIR,م إبتدائية خوي الغدير,26,Médenine,مدنين,1252,Zarzis,جرجيس,خوي الغدير,33.531951,10.99463
5324,E.P.HAMADI ZARZISS,م إبتدائية حمادي جرجيس - حمادي,26,Médenine,مدنين,1252,Zarzis,جرجيس,حمادي,33.490602,11.067724
5325,E.P.HAMADI ELHICHEM,م إبتدائية حمادي الهشام - حمادي,26,Médenine,مدنين,1252,Zarzis,جرجيس,حمادي,33.491713,11.067015
5326,E.P.KHALFALLAH HAMADI ELHICHEM,م إبتدائية خلف الله - حمادي الهشام,26,Médenine,مدنين,1252,Zarzis,جرجيس,هشام الحمادي,33.442104,10.922547
5327,E.P.BAYADHA HAMADI ELHICHEM,م إبتدائية البياضة - حمادي الهشام,26,Médenine,مدنين,1252,Zarzis,جرجيس,هشام الحمادي,33.49332,11.047845
5328,E.P.GHERABAT,م إبتدائية الغرابات,26,Médenine,مدنين,1252,Zarzis,جرجيس,الغرابات,33.395482,10.793117
5329,E.P.GRIBIS,م إبتدائية القريبيس,26,Médenine,مدنين,1252,Zarzis,جرجيس,القريبيس,33.554267,10.980007
5330,E.P.RECIFETTE EL GRIBIS,م إبتدائية الرصيفات - القريبيس,26,Médenine,مدنين,1252,Zarzis,جرجيس,القريبيس,33.552193,10.94407
5331,E.P.EL MRATHIA EL GRIBIS,م إبتدائية المراتحية - القريبيس,26,Médenine,مدنين,1252,Zarzis,جرجيس,القريبيس,33.551843,10.996128
5332,E.P.HAMADI GUEBLI BOUTEFFAHA,م إبتدائية حمادي القبلي - حمادي بوتفاحة,26,Médenine,مدنين,1252,Zarzis,جرجيس,حمادي بو تفاحة,33.484013,11.081668
5333,E.P.HESYEN HAMADI BOUTEFAHA,م إبتدائية الحسيان - حمادي بوتفاحة,26,Médenine,مدنين,1252,Zarzis,جرجيس,حمادي بو تفاحة,33.473605,11.074739
5334,E.P.SANGHO EL OGLA,م إبتدائية صانغو - العقلة,26,Médenine,مدنين,1252,Zarzis,جرجيس,العقلة,33.570489,11.092337
5335,E.P.SIDI CHAMMEKH,م إبتدائية سيدي شماخ,26,Médenine,مدنين,1252,Zarzis,جرجيس,شماخ,33.591156,11.024813
5336,E.P.12 MAI 64 CHAMMEKH,م إبتدائية 12 ماي 64 شماخ,26,Médenine,مدنين,1252,Zarzis,جرجيس,شماخ,33.590611,11.019778
5337,E.P.2 MARS 34 SIDI MAKHLOUF,م إبتدائية 2مارس 34 سيدي مخلوف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,سيدي مخلوف,33.506868,10.480957
5338,E.P.EL GRINE SIDI MAKHLOUF,م إبتدائية القرين - سيدي مخلوف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,سيدي مخلوف,33.61429,10.515698
5339,E.P.9 AVRIL 1938 SIDI MAKHLOUF,م إبتدائية 9أفريل سيدي مخلوف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,سيدي مخلوف,33.549928,10.493042
5340,E.P.MAGHRAOUIA,م إبتدائية المغراوية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,المغزاوية,33.647574,10.615828
5341,E.P.OM HASSEN MAGHRAOUIA,م إبتدائية ام حسن - المغراوية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,المغزاوية,33.617537,10.581557
5342,E.P.JOREF TAMESSENT JOREF,م إبتدائية الجرف تماسنت - الجرف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الجرف,33.688386,10.706051
5343,E.P.KHEDHIR JOREF,م إبتدائية خضير - الجرف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الجرف,33.686498,10.732021
5345,E.P.HENCHIR GAZEL JOREF,م إبتدائية هنشير غزال - الجرف,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الجرف,33.659745,10.649921
5346,E.P.BEDOUI,م إبتدائية بدوي,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,بدوي,33.498267,10.542135
5347,E.P.AMRA ANCIENNE,م إبتدائية عمرة القديمة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,عمرة,33.402805,10.531711
5348,E.P.SAADANE Omra,م إبتدائية الصعدان - عمرة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,عمرة,33.46988,10.617111
5350,E.P.IBN SINA SIDI MAKHLOUF,م إبتدائية ابن سينا سيدي مخلوف - عمرة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,عمرة,33.425247,10.506487
5351,E.P.RAGOUBA EST,م إبتدائية الراقوبة الشرقية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الشرقية,33.457117,10.43486
5352,E.P.EL GHABBAI RAGOUBA EST,م إبتدائية الغباي - الراقوبة الشرقية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الشرقية,33.43545,10.467973
5353,E.P.RAS EL OUED GHABBAI RAGOUBA,م إبتدائية راس وادي الغباي - الراقوبة الشرقية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الشرقية,33.425424,10.437371
5354,E.P.BRIKET RAGOUBA EST,م إبتدائية البريكات - الراقوبة الشرقية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الشرقية,33.474588,10.414762
5355,E.P.KOUTINE RAGOUBA OUEST,م إبتدائية كوتين - الراقوبة الغربية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الغربية,33.459456,10.372988
5356,E.P.RAGOUBA OUEST,م إبتدائية الراقوبة الغربية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الغربية,33.450424,10.409606
5357,E.P.SNED BEN AYED RAGOUBA OUEST,م إبتدائية سند بن عايد - الراقوبة الغربية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الغربية,33.514163,10.381475
5358,E.P.OUED MOUSSA RAGOUBA OUEST,م إبتدائية وادي موسى - الراقوبة الغربية,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الراقوبة الغربية,33.481552,10.384964
5359,E.P.BAYEZ EL GHBAI,م إبتدائية البياز - الغباي,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الغباي,33.414567,10.458089
5360,E.P.KASBAT EL KASBA,م إبتدائية القصبات - القصبة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,القصبة,33.514309,10.401466
5361,E.P.EL KASBA EST,م إبتدائية القصبة الشرقية - القصبة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,القصبة,33.521248,10.415074
5362,E.P.DROUGE OUEST Darjaoua,م إبتدائية دروج الغربية - الدرجاوة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الدرجاوة,33.687959,10.730982
5363,E.P.DROUGE EST Darjaoua,م إبتدائية دروج الشرقية - الدرجاوة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الدرجاوة,33.534424,10.467444
5364,E.P.RAS OUADI DROUGE Darjaoua,م إبتدائية راس واد دروج - الدرجاوة,26,Médenine,مدنين,1253,Sidi Makhlouf,سيدي مخلوف,الدرجاوة,33.487634,10.443256
5365,E.P.2 MARS 34 MEDNINE SUD,م إبتدائية 2مارس 1934 مدنين - مدنين الجنوبية,26,Médenine,مدنين,1254,Médenine Sud,مدنين الجنوبية,مدنين الجنوبية,33.344694,10.492591
5366,E.P.RTE DE TATAOUINE MEDNIN SUD,م إبتدائية طريق تطاوين - مدنين الجنوبية,26,Médenine,مدنين,1254,Médenine Sud,مدنين الجنوبية,مدنين الجنوبية,33.33701,10.486436
5367,E.P.RUE M'HIRI MEDNINE SUD,م إبتدائية نهج المهيري مدنين - مدنين الجنوبية,26,Médenine,مدنين,1254,Médenine Sud,مدنين الجنوبية,مدنين الجنوبية,33.336625,10.495319
5368,E.P.RAJA MEDNINE RAJA,م إبتدائية الرجاء مدنين - مدنين الجنوبية,26,Médenine,مدنين,1254,Médenine Sud,مدنين الجنوبية,مدنين الجنوبية,33.354781,10.504979
5369,E.P.CITE EL HABIB MEDNINE SUD,م إبتدائية حي الحبيب مدنين - مدنين الجنوبية,26,Médenine,مدنين,1254,Médenine Sud,مدنين الجنوبية,مدنين الجنوبية,33.327522,10.485416
